Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Cinnabar Mansion 2,Vulpix,37,1,1,1,47,50,Heat Rock,0,Uncommon
Cinnabar Mansion 2,Weezing,110,1,1,1,47,50,Smoke Ball,0,Common
Cinnabar Mansion 3,Charmander,4,1,1,1,35,38,,0,Rare
Cinnabar Mansion 3,Grimer,88,1,1,1,47,47,Black Sludge,0,Common
Cinnabar Mansion 3,Growlithe,58,1,1,1,42,42,Rawst Berry,0,Common
Cinnabar Mansion 3,Koffing,109,1,1,1,47,50,Smoke Ball,0,Common
Cinnabar Mansion 3,Magmar,126,0,1,0,47,50,Magmarizer,0,Rare
Cinnabar Mansion 3,Muk,89,1,1,1,47,50,Black Sludge,0,Common
Cinnabar Mansion 3,Ponyta,77,1,1,1,47,48,,0,Uncommon
Cinnabar Mansion 3,Raticate,20,1,1,1,47,50,Sitrus Berry,0,Common
Cinnabar Mansion 3,Vulpix,37,1,1,1,47,50,Rawst Berry,0,Uncommon
Cinnabar Mansion 3,Weezing,110,1,1,1,47,50,Smoke Ball,0,Common
Cinnabar Mansion B1F,Ditto,132,1,1,0,47,50,Quick Powder,0,Rare
Cinnabar Mansion B1F,Grimer,88,1,1,1,47,47,Black Sludge,0,Common
Cinnabar Mansion B1F,Growlithe,58,1,1,1,42,42,Rawst Berry,0,Common
Cinnabar Mansion B1F,Magby,240,1,1,1,47,50,Magmarizer,1,Rare
Cinnabar Mansion B1F,Magmar,126,1,0,1,47,50,Magmarizer,0,Rare
Cinnabar Mansion B1F,Muk,89,1,1,1,47,50,Black Sludge,0,Common
Cinnabar Mansion B1F,Vulpix,37,1,1,1,47,50,Rawst Berry,0,Uncommon
Cinnabar Mansion B1F,Weezing,110,1,1,1,47,50,Smoke Ball,0,Common
Cliff Cave 1F,Geodude,74,1,1,1,22,26,,0,Common
Cliff Cave 1F,Golbat,42,1,1,1,22,26,,0,Common
Cliff Cave 1F,Graveler,75,1,1,1,22,26,Hard Stone,0,Common
Cliff Cave 1F,Kingler,99,1,1,1,28,32,,0,Common
Cliff Cave 1F,Kingler,99,1,1,1,28,32,,0,Common
Cliff Cave 1F,Krabby,98,1,1,1,22,26,,0,Common
Cliff Cave 1F,Machoke,67,0,1,0,23,27,Black Belt,0,Common
Cliff Cave 1F,Machop,66,0,1,0,22,26,,0,Common
Cliff Cave 1F,Makuhita,296,1,1,1,22,26,Black Belt,0,Uncommon
Cliff Cave 1F,Misdreavus,200,1,1,1,22,26,Spell Tag,0,Uncommon
Cliff Cave 1F,Quagsire,195,1,0,1,28,32,,0,Uncommon
Cliff Cave 1F,Wooper,194,1,0,1,22,26,,0,Common
Cliff Cave 2F,Geodude,74,1,1,1,22,26,,0,Common
Cliff Cave 2F,Golbat,42,1,1,1,22,26,,0,Common
Cliff Cave 2F,Graveler,75,1,1,1,22,26,Hard Stone,0,Common
Cliff Cave 2F,Kingler,99,1,1,1,28,32,,0,Common
Cliff Cave 2F,Krabby,98,1,1,1,22,26,,0,Common
Cliff Cave 2F,Machoke,67,0,1,0,23,27,Black Belt,0,Common
Cliff Cave 2F,Machop,66,0,1,0,22,26,,0,Common
Cliff Cave 2F,Makuhita,296,1,1,1,22,26,Black Belt,0,Uncommon
Cliff Cave 2F,Misdreavus,200,1,1,1,22,26,Spell Tag,0,Uncommon
Cliff Cave 2F,Quagsire,195,1,0,1,28,32,,0,Uncommon
Cliff Cave 2F,Wooper,194,1,0,1,22,26,,0,Common
Cliff Cave B1F,Duskull,355,1,1,1,28,32,Kasib Berry,0,Uncommon
Cliff Cave B1F,Geodude,74,1,1,1,23,23,Hard Stone,0,Common
Cliff Cave B1F,Golbat,42,1,0,1,28,32,,0,Common
Cliff Cave B1F,Graveler,75,1,1,1,23,23,Hard Stone,0,Common
Cliff Cave B1F,Kingler,99,1,1,1,28,32,,0,Common
Cliff Cave B1F,Machoke,67,0,1,0,28,32,Payapa Berry,0,Common
Cliff Cave B1F,Machop,66,0,1,0,28,32,Payapa Berry,0,Common
Cliff Cave B1F,Makuhita,296,1,1,1,28,32,Black Belt,0,Common
Cliff Cave B1F,Misdreavus,200,1,1,1,28,32,Spell Tag,0,Uncommon
Cliff Cave B1F,Quagsire,195,1,0,1,28,32,,0,Common
Cliff Cave B1F,Shuppet,353,1,1,1,25,25,Spell Tag,0,Uncommon
Cliff Edge Gate,Poliwag,60,1,1,1,28,32,,0,Common
Cliff Edge Gate,Quagsire,195,1,1,1,28,32,,0,Uncommon
Cliff Edge Gate,Wooper,194,1,1,1,28,32,,0,Common
Corsica Island,Buizel,418,1,1,1,15,19,,0,Uncommon
Corsica Island,Lotad,270,1,1,1,15,19,,0,Uncommon
Corsica Island,Pelipper,279,1,1,1,15,19,,0,Uncommon
Corsica Island,Poliwag,60,1,1,1,15,19,,0,Common
Corsica Island,Seadra,117,1,1,1,15,19,,0,Uncommon
Corsica Island,Squirtle,7,1,1,1,15,19,,0,Rare
Corsica Island,Staryu,120,1,1,1,15,19,,0,Rare
Corsica Island,Tympole,535,1,1,1,15,19,,0,Rare
Crater Town,Abra,63,1,1,1,26,30,,0,Rare
Crater Town,Farfetchd,83,1,1,1,26,30,,0,Uncommon
Crater Town,Litwick,607,1,1,1,26,30,,0,Rare
Crater Town,Magneton,82,1,1,1,26,30,,0,Uncommon
Crater Town,Rattata,19,1,1,1,26,30,,0,Common
Crater Town,Scyther,123,1,1,1,26,30,,0,Rare
Crater Town,Slugma,218,1,1,1,26,30,,0,Uncommon
Crater Town,Torkoal,324,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Ducklett,580,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Golduck,55,1,1,1,26,30,,0,Common
Crater Town Shore,Kingler,99,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Poliwhirl,61,1,1,1,26,30,,0,Uncommon
Crater Town Shore,Sandile,551,1,1,1,26,30,,0,Rare
Crater Town Shore,Shellos,422,1,1,1,26,30,,0,Rare
Crater Town Shore,Wingull,278,1,1,1,26,30,,0,Common
Crater Town Shore,Wooper,194,1,1,1,26,30,,0,Common
Crater Town Tunnel,Bronzor,436,1,1,1,26,30,,0,Uncommon
Crater Town Tunnel,Gible,443,1,1,1,10,14,,0,Rare
Crater Town Tunnel,Klink,599,1,1,1,26,30,,0,Rare
Crater Town Tunnel,Machoke,67,1,1,1,26,30,,0,Common
Crater Town Tunnel,Makuhita,296,1,1,1,26,30,,0,Uncommon
Crater Town Tunnel,Torkoal,324,1,1,1,26,30,,0,Uncommon
Crater Town Tunnel,Wooper,194,1,1,1,26,30,,0,Common
Crater Town Tunnel,Zubat,41,1,1,1,26,30,,0,Common
Crumpit Valley,Cottonee,546,1,1,1,25,31,,0,Rare
Crumpit Valley,Espurr,677,1,1,1,25,31,,0,Rare
Crumpit Valley,Farfetchd,83,1,1,1,25,31,Stick,0,Uncommon
Crumpit Valley,Glameow,431,1,1,1,25,31,Cheri Berry,0,Uncommon
Crumpit Valley,Natu,177,1,1,1,25,31,,0,Common
Crumpit Valley,Sentret,161,1,1,1,25,31,Oran Berry,0,Common
Crumpit Valley,Skitty,300,1,1,1,25,31,Chilan Berry,0,Uncommon
Crumpit Valley,Spinda,327,1,1,1,25,31,Chesto Berry,0,Uncommon
Cryofrost Brink,Buneary,427,1,1,1,18,22,Chople Berry,0,Uncommon
Cryofrost Brink,Glameow,431,1,1,1,15,18,Cheri Berry,0,Uncommon
Cryofrost Brink,Numel,322,1,1,1,25,30,Rawst Berry,0,Uncommon
Cryofrost Brink,Petilil,548,1,1,1,25,31,,0,Rare
Cryofrost Brink,Stantler,234,1,1,1,18,20,,0,Common
Cryofrost Brink,Taillow,276,1,1,1,25,31,Charti Berry,0,Common
Cryofrost Brink,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common
Cryofrost Brink,Treecko,252,1,1,1,25,31,,0,Rare
Cryofrost Path,Eevee,133,1,1,1,10,15,,0,Rare
Cryofrost Path,Glameow,431,1,1,1,25,31,Cheri Berry,0,Uncommon
Cryofrost Path,Pidgeotto,17,1,1,1,25,31,,0,Common
Cryofrost Path,Riolu,447,1,1,1,10,15,Soothe Bell,0,Rare
Cryofrost Path,Spheal,363,1,1,1,25,31,,0,Uncommon
Cryofrost Path,Spinda,327,1,1,1,25,31,Chesto Berry,0,Uncommon
Cryofrost Path,Stantler,234,1,1,1,18,20,,0,Common
Cryofrost Path,Teddiursa,216,1,1,1,25,31,Sitrus Berry,0,Common
Crystal Cavern,Geodude,74,1,1,1,25,31,,0,Common
Crystal Cavern,Golbat,42,1,1,1,25,31,,0,Common
Crystal Cavern,Graveler,75,1,1,1,25,31,,0,Common
Crystal Cavern,Marill,183,1,1,1,25,31,,0,Uncommon
Crystal Cavern,Medicham,308,1,1,1,25,31,,0,Rare
Crystal Cavern,Meditite,307,1,1,1,32,38,,0,Rare
Crystal Cavern,Swinub,220,1,1,1,25,31,,0,Common
Dark Cave North,Bronzor,436,1,1,1,44,47,Metal Coat,0,Common
Dark Cave North,Chingling,433,1,1,1,44,47,Colbur Berry,0,Uncommon
Dark Cave North,Geodude,74,1,1,1,23,23,Hard Stone,0,Common
Dark Cave North,Golbat,42,1,1,1,44,47,,0,Common
Dark Cave North,Makuhita,296,1,1,1,44,47,Black Belt,0,Common
Dark Cave North,Wobbuffet,202,1,1,1,44,47,,0,Rare
Dark Cave South,Chingling,433,1,1,1,5,7,Colbur Berry,0,Uncommon
Dark Cave South,Dunsparce,206,1,1,1,5,7,Mago Berry,0,Common
Dark Cave South,Geodude,74,1,1,1,5,7,Hard Stone,0,Common
Dark Cave South,Makuhita,296,1,1,1,5,7,Black Belt,0,Common
Dark Cave South,Sandile,551,1,1,1,8,11,Black Glasses,0,Rare
Dark Cave South,Zubat,41,1,1,1,5,7,,0,Common
Dark Valley,Gastly,92,1,1,1,7,11,,0,Common
Dark Valley,Koffing,109,1,1,1,18,22,Smoke Ball,0,Common
Dark Valley,Larvesta,636,1,1,1,16,19,Charti Berry,0,Rare
Dark Valley,Ponyta,77,1,1,1,21,25,,0,Uncommon
Dark Valley,Slugma,218,1,1,1,21,25,,0,Common
Dark Valley,Tauros,128,1,1,1,21,25,,0,Uncommon
Dark Valley,Torkoal,324,1,1,1,21,25,Heat Rock,0,Uncommon
Dark Valley,Treecko,252,1,1,1,16,20,,0,Rare
Desert Cave,Sandshrew,27,1,1,1,10,14,Quick Claw,0,Common
Desert Cave,Zubat,41,1,1,1,10,14,,0,Common
Desert Lagoon,Cubone,104,1,1,1,12,14,Thick Club,1,Uncommon
Desert Lagoon,Doduo,84,1,1,0,12,14,Sharp Beak,1,Common
Desert Lagoon,Dunsparce,206,1,1,1,12,14,,1,Common
Desert Lagoon,Ekans,23,1,1,0,12,14,,1,Common
Desert Lagoon,Hippopotas,449,1,1,0,15,18,,1,Rare
Desert Lagoon,Murkrow,198,0,0,1,12,14,Razor Fang,1,Rare
Desert Lagoon,Phanpy,231,1,0,0,12,14,Leppa Berry,1,Uncommon
Desert Lagoon,Sandshrew,27,1,1,1,12,14,Quick Claw,1,Common
Desert Lagoon,Sandslash,28,1,1,1,12,14,Soft Sand,1,Common
Diamond Domain 1F,Geodude,74,1,1,1,21,25,Hard Stone,0,Common
Diamond Domain 1F,Makuhita,296,1,1,1,21,25,Black Belt,0,Uncommon
Diamond Domain 1F,Mawile,303,1,1,1,21,25,,1,Rare
Diamond Domain 1F,Psyduck,54,1,1,1,21,25,,0,Common
Diamond Domain 1F,Woobat,527,1,1,1,21,25,,0,Rare
Diamond Domain B1F,Geodude,74,1,1,1,21,25,Hard Stone,0,Common
Diamond Domain B1F,Makuhita,296,1,1,1,21,25,Black Belt,0,Uncommon
Diamond Domain B1F,Psyduck,54,1,1,1,21,25,,0,Common
Diamond Domain B1F,Sableye,302,1,1,1,21,25,Scope Lens,0,Rare
Diamond Domain B1F,Woobat,527,1,1,1,21,25,,0,Rare
Diamond Domain Main Cave,Carbink,703,1,1,1,21,25,,1,Rare
Diamond Domain Main Cave,Geodude,74,1,1,1,21,25,Hard Stone,0,Common
Diamond Domain Main Cave,Makuhita,296,1,1,1,21,25,Black Belt,0,Uncommon
Diamond Domain Main Cave,Psyduck,54,1,1,1,21,25,,0,Common
Diamond Domain Main Cave,Vanillite,582,1,1,1,27,31,,0,Rare
Diamond Empire Ballroom,Azurill,298,1,1,1,22,31,,0,Uncommon
Diamond Empire Ballroom,Cryogonal,615,1,1,1,22,31,,1,Rare
Diamond Empire Ballroom,Graveler,75,1,1,1,22,31,,0,Uncommon
Diamond Empire Ballroom,Marill,183,1,1,1,22,31,,0,Uncommon
Diamond Empire Ballroom,Quagsire,195,1,1,1,22,31,,0,Common
Diamond Empire Ballroom,Sandile,551,1,1,1,22,31,,0,Rare
Diamond Empire Ballroom,Slowpoke,79,1,1,1,22,31,,0,Common
Diamond Empire Ballroom,Wooper,194,1,1,1,22,31,,0,Common
Diamond Empire Ballroom,Zubat,41,1,1,1,22,31,,0,Common
Diamond Empire East Wing,Diglett,50,1,1,1,22,31,,0,Common
Diamond Empire East Wing,Drilbur,529,1,1,1,22,31,,0,Rare
Diamond Empire East Wing,Exeggcute,102,1,1,1,22,31,,0,Uncommon
Diamond Empire East Wing,Geodude,74,1,1,1,22,23,,0,Common
Diamond Empire East Wing,Geodude,74,1,1,1,22,31,,0,Common
Diamond Empire East Wing,Golbat,42,1,1,1,22,31,,0,Common
Diamond Empire East Wing,Nosepass,299,1,1,1,22,31,,0,Rare
Diamond Empire East Wing,Rhyhorn,111,1,1,1,22,31,,0,Uncommon
Diamond Empire East Wing,Rhyhorn,111,1,1,1,22,31,,0,Uncommon
Diamond Empire East Wing,Sandile,551,1,1,1,22,31,,1,Rare
Diamond Empire East Wing,Scraggy,559,1,1,1,22,31,,1,Rare
Diamond Empire East Wing,Scraggy,559,1,1,1,22,30,,1,Rare
Diamond Empire East Wing,Slowpoke,79,1,1,1,22,31,,0,Common
Diamond Empire East Wing,Swinub,220,1,1,1,22,27,,0,Common
Diamond Empire East Wing,Wooper,194,1,1,1,22,31,,0,Common
Diamond Empire East Wing,Zubat,41,1,1,1,22,31,,0,Common
Diamond Empire Entry,Bellsprout,69,1,1,1,22,31,,0,Common
Diamond Empire Entry,Bidoof,399,1,1,1,22,28,,0,Common
Diamond Empire Entry,Buizel,418,1,1,1,22,31,,0,Uncommon
Diamond Empire Entry,Graveler,75,1,1,1,22,23,,0,Common
Diamond Empire Entry,Marill,183,1,1,1,22,31,,0,Uncommon
Diamond Empire Entry,Roggenrola,524,1,1,1,22,31,,1,Rare
Diamond Empire Entry,Rufflet,627,1,1,1,22,31,,0,Rare
Diamond Empire Entry,Staravia,397,1,1,1,22,31,,0,Common
Diamond Empire Foyer,Bronzor,436,1,1,1,22,31,,0,Common
Diamond Empire Foyer,Carbink,703,1,1,1,22,31,,0,Rare
Diamond Empire Foyer,Klefki,707,1,1,1,22,31,,1,Rare
Diamond Empire Foyer,Onix,95,1,1,1,22,31,,0,Uncommon
Diamond Empire Foyer,Phanpy,231,1,1,1,22,27,,0,Uncommon
Diamond Empire Foyer,Quagsire,195,1,1,1,22,31,,0,Common
Diamond Empire Foyer,Vullaby,629,1,1,1,22,31,,0,Rare
Diamond Empire Foyer,Wooper,194,1,1,1,22,31,,0,Common
Diamond Empire West Wing,Bronzor,436,1,1,1,22,31,,0,Common
Diamond Empire West Wing,Clefairy,35,1,1,1,22,30,,0,Common
Diamond Empire West Wing,Hippopotas,449,1,1,1,14,18,,0,Rare
Diamond Empire West Wing,Marill,183,1,1,1,22,31,,0,Uncommon
Diamond Empire West Wing,Nosepass,299,1,1,1,22,31,,0,Rare
Diamond Empire West Wing,Onix,95,1,1,1,22,31,,0,Uncommon
Diamond Empire West Wing,Sableye,302,1,1,1,32,41,,0,Rare
Diamond Empire West Wing,Slowpoke,79,1,1,1,22,31,,0,Common
Digletts Cave,Diglett,50,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave,Dugtrio,51,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave,Sandshrew,27,1,1,1,22,25,Quick Claw,0,Common
Digletts Cave Entrance 1,Diglett,50,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 1,Dugtrio,51,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 2,Diglett,50,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 2,Dugtrio,51,1,1,1,22,25,Soft Sand,0,Common
Digletts Cave Entrance 2,Zubat,41,1,1,1,22,25,,0,Common
Dragon Neck,Bagon,371,1,1,1,30,35,Dragon Fang,0,Rare
Dragon Neck,Clefairy,35,1,1,1,30,35,Moon Stone,0,Common
Dragon Neck,Goomy,704,1,1,1,30,35,Roseli Berry,0,Rare
Dragon Neck,Magnemite,81,1,1,1,30,35,Metal Coat,0,Common
Dragon Neck,Marill,183,1,1,1,30,35,,0,Uncommon
Dragon Neck,Pikachu,25,1,1,1,30,35,Light Ball,0,Uncommon
Dragon Neck,Sneasel,215,1,1,1,30,35,Razor Claw,0,Uncommon
Dragon Neck,Starly,396,1,1,1,23,28,Yache Berry,0,Common
Dragons Den,Azumarill,184,1,1,1,50,54,,0,Uncommon
Dragons Den,Carbink,703,1,1,1,50,54,Light Clay,1,Rare
Dragons Den,Clefable,36,1,1,1,50,54,Moon Stone,0,Uncommon
Dragons Den,Clefairy,35,1,1,1,50,54,Moon Stone,0,Common
Dragons Den,Slowbro,80,1,1,1,50,54,,0,Uncommon
Dragons Den,Slowking,199,1,1,1,50,54,Kings Rock,0,Uncommon
Dragons Den,Slowpoke,79,1,1,1,50,54,Lagging Tail,0,Common
Dragons Den,Swablu,333,1,1,1,50,54,,1,Rare
Dragons Den B1F,Azumarill,184,1,1,1,50,54,,0,Uncommon
Dragons Den B1F,Bagon,371,1,1,1,50,54,,1,Rare
Dragons Den B1F,Druddigon,621,1,1,1,50,54,,1,Rare
Dragons Den B1F,Golbat,42,1,1,1,50,54,,0,Common
Dragons Den B1F,Goomy,704,1,1,1,56,60,,0,Rare
Dragons Den B1F,Granbull,210,1,1,1,50,54,,0,Uncommon
Dragons Den B1F,Machoke,67,1,1,1,50,54,Black Belt,0,Common
Dragons Den B1F,Teddiursa,216,1,1,1,50,54,,0,Common
Dragons Den Entrance,Gligar,207,1,1,1,46,50,Razor Fang,1,Rare
Dragons Den Entrance,Golbat,42,1,1,1,46,50,,0,Common
Dragons Den Entrance,Murkrow,198,1,1,1,46,50,,1,Rare
Dragons Den Entrance,Nuzleaf,274,1,1,1,46,50,,0,Uncommon
Dragons Den Entrance,Raticate,20,1,1,1,46,50,,0,Common
Dragons Den Entrance,Sneasel,215,1,1,1,46,50,,0,Rare
Dragons Den Entrance,Stantler,234,1,1,1,46,50,,0,Common
Dragons Den Entrance,Swinub,220,1,1,1,46,50,,0,Common
Dragons Neck,Bagon,371,1,1,1,30,35,Dragon Fang,0,Rare
Dragons Neck,Clefairy,35,1,1,1,30,35,Moon Stone,0,Common
Dragons Neck,Goomy,704,1,1,1,30,35,Roseli Berry,0,Rare
Dragons Neck,Magnemite,81,1,1,1,30,35,Metal Coat,0,Common
Dragons Neck,Marill,183,1,1,1,30,35,,0,Uncommon
Dragons Neck,Pikachu,25,1,1,1,30,35,Light Ball,0,Uncommon
Dragons Neck,Sneasel,215,1,1,1,30,35,Razor Claw,0,Uncommon
Dragons Neck,Starly,396,1,1,1,23,28,Yache Berry,0,Common
Dragons Shrine,Axew,610,1,1,1,60,64,,1,Rare
Dragons Shrine,Crobat,169,1,1,1,60,64,,0,Uncommon
Dragons Shrine,Golbat,42,1,1,1,60,64,,0,Common
Dragons Shrine,Goomy,704,1,1,1,60,64,,0,Rare
Dragons Shrine,Kingler,99,1,1,1,60,64,,0,Common
Dragons Shrine,Machoke,67,1,1,1,60,64,,0,Common
Dragons Shrine,Onix,95,1,1,1,60,64,,0,Uncommon
Dragonspiral Tower 1F,Druddigon,621,1,1,1,25,31,,0,Rare
Dragonspiral Tower 1F,Golett,622,1,1,1,25,31,,0,Rare
Dragonspiral Tower 1F,Graveler,75,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 1F,Machop,66,1,1,1,25,31,,0,Common
Dragonspiral Tower 1F,Rhyhorn,111,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 1F,Tauros,128,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 1F,Teddiursa,216,1,1,1,25,31,,0,Common
Dragonspiral Tower 1F,Zubat,41,1,1,1,25,31,,0,Common
Dragonspiral Tower 2F,Lillipup,506,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 2F,Marill,183,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 2F,Meditite,307,1,1,1,25,31,,0,Rare
Dragonspiral Tower 2F,Mienfoo,619,1,1,1,25,31,,0,Rare
Dragonspiral Tower 2F,Mightyena,262,1,1,1,25,31,,0,Common
Dragonspiral Tower 2F,Solrock,338,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 2F,Swinub,220,1,1,1,25,31,,0,Common
Dragonspiral Tower 2F,Teddiursa,216,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Cubchoo,613,1,1,1,25,31,,0,Rare
Dragonspiral Tower 3F,Drilbur,529,1,1,1,25,31,,0,Rare
Dragonspiral Tower 3F,Linoone,264,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Pansear,513,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Sandslash,28,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Trapinch,328,1,1,1,25,31,,0,Rare
Dragonspiral Tower 3F,Ursaring,217,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 3F,Zubat,41,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Bronzor,436,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Clefairy,35,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Duskull,355,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 4F,Goomy,704,1,1,1,25,31,,0,Rare
Dragonspiral Tower 4F,Lunatone,337,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 4F,Mareep,179,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Psyduck,54,1,1,1,25,31,,0,Common
Dragonspiral Tower 4F,Slowpoke,79,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Axew,610,1,1,1,25,31,,0,Rare
Dragonspiral Tower 5F,Deerling,585,1,1,1,25,31,,0,Rare
Dragonspiral Tower 5F,Geodude,74,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Pansage,511,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 5F,Rhyhorn,111,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 5F,Sandshrew,27,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Teddiursa,216,1,1,1,25,31,,0,Common
Dragonspiral Tower 5F,Zubat,41,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Bagon,371,1,1,1,25,31,,0,Rare
Dragonspiral Tower 6F,Dratini,147,1,1,1,25,31,,0,Rare
Dragonspiral Tower 6F,Farfetchd,83,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Mankey,56,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Panpour,515,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 6F,Piloswine,221,1,1,1,25,31,,0,Uncommon
Dragonspiral Tower 6F,Sandshrew,27,1,1,1,25,31,,0,Common
Dragonspiral Tower 6F,Sentret,161,1,1,1,25,31,,0,Common
Dragonspiral Tower Exterior,Geodude,74,1,1,1,21,25,,0,Common
Dragonspiral Tower Exterior,Golett,622,1,1,1,21,25,,0,Rare
Dragonspiral Tower Exterior,Haunter,93,1,1,1,21,25,,0,Common
Dragonspiral Tower Exterior,Magneton,82,1,1,1,21,25,,0,Common
Dragonspiral Tower Exterior,Mienfoo,619,1,1,1,21,25,,0,Rare
Dragonspiral Tower Exterior,Pansage,511,1,1,1,21,25,,0,Uncommon
Dragonspiral Tower Exterior,Pansear,513,1,1,1,21,25,,0,Uncommon
Dragonspiral Tower Exterior,Starly,396,1,1,1,21,25,,0,Common
Eindoak Town,Clefairy,35,1,1,1,25,31,,0,Common
Eindoak Town,Furfrou,676,1,1,1,25,31,,0,Rare
Eindoak Town,Geodude,74,1,1,1,25,31,,0,Common
Eindoak Town,Gothita,574,1,1,1,25,31,,0,Rare
Eindoak Town,Hariyama,297,1,1,1,25,31,,0,Uncommon
Eindoak Town,Machoke,67,1,1,1,25,31,,0,Common
Eindoak Town,Marill,183,1,1,1,25,31,,0,Uncommon
Eindoak Town,Nuzleaf,274,1,1,1,25,31,,0,Uncommon
Eindoak Waterway,Lillipup,506,1,1,1,25,31,,0,Uncommon
Eindoak Waterway,Magby,240,1,1,1,25,31,,0,Rare
Eindoak Waterway,Munchlax,446,1,1,1,25,31,,0,Rare
Eindoak Waterway,Numel,322,1,1,1,25,31,,0,Uncommon
Eindoak Waterway,Sandshrew,27,1,1,1,25,31,,0,Common
Eindoak Waterway,Sentret,161,1,1,1,25,31,,0,Common
Eindoak Waterway,Skitty,300,1,1,1,25,31,,0,Uncommon
Eindoak Waterway,Vulpix,37,1,1,1,25,31,,0,Uncommon
Enyor Island Forest,Bergmite,712,1,1,1,28,34,,0,Rare
Enyor Island Forest,Piloswine,221,1,1,1,28,34,,0,Common
Enyor Island Forest,Sentret,161,1,1,1,28,34,,0,Common
Enyor Island Forest,Sneasel,215,1,1,1,28,34,,0,Rare
Enyor Island Forest,Snorunt,361,1,1,1,28,34,,0,Uncommon
Enyor Island Forest,Snover,459,1,1,1,28,34,,0,Rare
Enyor Island Forest,Swinub,220,1,1,1,28,34,,0,Common
Enyor Island Forest,Zigzagoon,263,1,1,1,28,34,,0,Common
Eriyadu Sulfur Pools,Growlithe,58,1,1,1,22,22,Rawst Berry,0,Common
Eriyadu Sulfur Pools,Metang,375,1,1,1,32,34,Metal Coat,1,Rare
Eriyadu Sulfur Pools,Pansear,513,1,1,1,28,31,Passho Berry,0,Uncommon
Eriyadu Sulfur Pools,Ponyta,77,1,1,1,28,28,,0,Uncommon
Eriyadu Sulfur Pools,Rhyhorn,111,1,1,1,28,31,,0,Uncommon
Eriyadu Sulfur Pools,Sandshrew,27,1,1,1,28,31,Quick Claw,0,Common
Eriyadu Sulfur Pools,Slugma,218,1,1,1,28,31,,0,Common
Eterna Forest,Buneary,427,1,1,0,15,18,,0,Rare
Eterna Forest,Cascoon,268,1,1,1,11,14,,0,Uncommon
Eterna Forest,Cherrim,421,1,1,1,11,14,Tamato Berry,0,Uncommon
Eterna Forest,Dustox,269,1,1,1,11,14,,0,Uncommon
Eterna Forest,Hoothoot,163,0,0,1,11,14,,0,Common
Eterna Forest,Karrablast,588,1,1,1,11,14,,0,Rare
Eterna Forest,Misdreavus,200,0,0,1,11,14,,0,Uncommon
Eterna Forest,Murkrow,198,0,0,1,11,14,,0,Rare
Eterna Forest,Silcoon,266,1,1,1,11,14,,0,Uncommon
Eterna Forest,Starly,396,1,1,1,11,14,,0,Common
Eterna Forest,Whirlipede,544,1,1,1,11,14,,1,Rare
Eumi Island Burned Tower,Arcanine,59,1,1,1,25,30,,0,Uncommon
Eumi Island Burned Tower,Camerupt,323,1,1,1,25,30,,0,Rare
Eumi Island Burned Tower,Gastly,92,0,0,1,25,30,,0,Common
Eumi Island Burned Tower,Koffing,109,1,1,1,25,30,,0,Common
Eumi Island Burned Tower,Poochyena,261,1,1,1,25,30,,0,Common
Eumi Island Burned Tower,Torchic,255,1,1,1,25,30,,0,Rare
Eumi Island Burned Tower,Torkoal,324,1,1,1,25,30,,0,Uncommon
